# retail_sha256=5ba821f37356d2da0e1eb907de28b2708714d6e2604b5caef3daf4284b9af7d3
descriptor_order	dll	thunk_order	iat_rva	kind	name	ordinal	hint	descriptor_timestamp	forwarder_chain
6	USER32.dll	125	0x232f2c	name	ClientToScreen		54	0x00000000	0x00000000
6	USER32.dll	126	0x232f30	name	SendMessageA		474	0x00000000	0x00000000
6	USER32.dll	127	0x232f34	name	GetMessageA		277	0x00000000	0x00000000
6	USER32.dll	128	0x232f38	name	ClipCursor		55	0x00000000	0x00000000
6	USER32.dll	129	0x232f3c	name	GetClipCursor		229	0x00000000	0x00000000
6	USER32.dll	130	0x232f40	name	SetCursorPos		494	0x00000000	0x00000000
6	USER32.dll	131	0x232f44	name	SetCursor		492	0x00000000	0x00000000
6	USER32.dll	132	0x232f48	name	CharToOemA		39	0x00000000	0x00000000
6	USER32.dll	133	0x232f4c	name	GetAsyncKeyState		215	0x00000000	0x00000000
6	USER32.dll	134	0x232f50	name	GetCursorPos		237	0x00000000	0x00000000
6	USER32.dll	135	0x232f54	name	GetDC		238	0x00000000	0x00000000
6	USER32.dll	136	0x232f58	name	ReleaseDC		461	0x00000000	0x00000000
6	USER32.dll	137	0x232f5c	name	InflateRect		331	0x00000000	0x00000000
6	USER32.dll	138	0x232f60	name	PostMessageA		433	0x00000000	0x00000000
6	USER32.dll	139	0x232f64	name	PeekMessageA		431	0x00000000	0x00000000
6	USER32.dll	140	0x232f68	name	TranslateMessage		581	0x00000000	0x00000000
6	USER32.dll	141	0x232f6c	name	DispatchMessageA		144	0x00000000	0x00000000
6	USER32.dll	142	0x232f70	name	PtInRect		443	0x00000000	0x00000000
6	USER32.dll	143	0x232f74	name	IntersectRect		337	0x00000000	0x00000000
6	USER32.dll	144	0x232f78	name	SetRect		520	0x00000000	0x00000000
6	USER32.dll	145	0x232f7c	name	IsRectEmpty		358	0x00000000	0x00000000
6	USER32.dll	146	0x232f80	name	OffsetRect		421	0x00000000	0x00000000
6	USER32.dll	147	0x232f84	name	SubtractRect		560	0x00000000	0x00000000
6	USER32.dll	148	0x232f88	name	SetRectEmpty		521	0x00000000	0x00000000
6	USER32.dll	149	0x232f8c	name	UnionRect		585	0x00000000	0x00000000
6	USER32.dll	150	0x232f90	name	CopyRect		64	0x00000000	0x00000000
6	USER32.dll	151	0x232f94	name	OemToCharA		417	0x00000000	0x00000000
6	USER32.dll	152	0x232f98	name	SetWindowsHookExA		549	0x00000000	0x00000000
6	USER32.dll	153	0x232f9c	name	RedrawWindow		445	0x00000000	0x00000000
6	USER32.dll	154	0x232fa0	name	MessageBoxA		405	0x00000000	0x00000000
6	USER32.dll	155	0x232fa4	name	TabbedTextOutA		566	0x00000000	0x00000000
7	GDI32.dll	0	0x232930	name	CreateCompatibleBitmap		30	0x00000000	0x00000000
7	GDI32.dll	1	0x232934	name	CreateDIBSection		36	0x00000000	0x00000000
7	GDI32.dll	2	0x232938	name	CreatePalette		53	0x00000000	0x00000000
7	GDI32.dll	3	0x23293c	name	DeleteObject		70	0x00000000	0x00000000
7	GDI32.dll	4	0x232940	name	GetSystemPaletteEntries		252	0x00000000	0x00000000
7	GDI32.dll	5	0x232944	name	GetDeviceCaps		199	0x00000000	0x00000000
7	GDI32.dll	6	0x232948	name	CreateDIBitmap		37	0x00000000	0x00000000
7	GDI32.dll	7	0x23294c	name	GetDIBits		198	0x00000000	0x00000000
7	GDI32.dll	8	0x232950	name	ExtTextOutA		98	0x00000000	0x00000000
7	GDI32.dll	9	0x232954	name	GetTextExtentPoint32A		261	0x00000000	0x00000000
7	GDI32.dll	10	0x232958	name	SetBkMode		337	0x00000000	0x00000000
7	GDI32.dll	11	0x23295c	name	SetBkColor		336	0x00000000	0x00000000
7	GDI32.dll	12	0x232960	name	SetTextColor		370	0x00000000	0x00000000
7	GDI32.dll	13	0x232964	name	SelectObject		330	0x00000000	0x00000000
7	GDI32.dll	14	0x232968	name	GetMapMode		226	0x00000000	0x00000000
7	GDI32.dll	15	0x23296c	name	CreatePatternBrush		54	0x00000000	0x00000000
7	GDI32.dll	16	0x232970	name	CreateBitmap		25	0x00000000	0x00000000
7	GDI32.dll	17	0x232974	name	PatBlt		290	0x00000000	0x00000000
7	GDI32.dll	18	0x232978	name	SetRectRgn		364	0x00000000	0x00000000
7	GDI32.dll	19	0x23297c	name	CombineRgn		19	0x00000000	0x00000000
7	GDI32.dll	20	0x232980	name	CreateRectRgn		59	0x00000000	0x00000000
7	GDI32.dll	21	0x232984	name	CreateRectRgnIndirect		60	0x00000000	0x00000000
7	GDI32.dll	22	0x232988	name	CreateFontIndirectA		44	0x00000000	0x00000000
7	GDI32.dll	23	0x23298c	name	DPtoLP		65	0x00000000	0x00000000
7	GDI32.dll	24	0x232990	name	DeleteDC		67	0x00000000	0x00000000
7	GDI32.dll	25	0x232994	name	StartDocA		379	0x00000000	0x00000000
7	GDI32.dll	26	0x232998	name	SaveDC		323	0x00000000	0x00000000
7	GDI32.dll	27	0x23299c	name	RestoreDC		321	0x00000000	0x00000000
7	GDI32.dll	28	0x2329a0	name	GetStockObject		250	0x00000000	0x00000000
7	GDI32.dll	29	0x2329a4	name	SetPolyFillMode		362	0x00000000	0x00000000
7	GDI32.dll	30	0x2329a8	name	SetROP2		363	0x00000000	0x00000000
7	GDI32.dll	31	0x2329ac	name	SetStretchBltMode		366	0x00000000	0x00000000
7	GDI32.dll	32	0x2329b0	name	SetMapMode		353	0x00000000	0x00000000
7	GDI32.dll	33	0x2329b4	name	SetViewportOrgEx		373	0x00000000	0x00000000
7	GDI32.dll	34	0x2329b8	name	OffsetViewportOrgEx		287	0x00000000	0x00000000
7	GDI32.dll	35	0x2329bc	name	SetViewportExtEx		372	0x00000000	0x00000000
7	GDI32.dll	36	0x2329c0	name	ScaleViewportExtEx		324	0x00000000	0x00000000
7	GDI32.dll	37	0x2329c4	name	SetDIBitsToDevice		344	0x00000000	0x00000000
7	GDI32.dll	38	0x2329c8	name	SetWindowOrgEx		377	0x00000000	0x00000000
7	GDI32.dll	39	0x2329cc	name	OffsetWindowOrgEx		288	0x00000000	0x00000000
7	GDI32.dll	40	0x2329d0	name	SetWindowExtEx		376	0x00000000	0x00000000
7	GDI32.dll	41	0x2329d4	name	ScaleWindowExtEx		325	0x00000000	0x00000000
7	GDI32.dll	42	0x2329d8	name	GetClipBox		190	0x00000000	0x00000000
7	GDI32.dll	43	0x2329dc	name	SelectClipRgn		328	0x00000000	0x00000000
7	GDI32.dll	44	0x2329e0	name	ExcludeClipRect		92	0x00000000	0x00000000
7	GDI32.dll	45	0x2329e4	name	IntersectClipRect		276	0x00000000	0x00000000
7	GDI32.dll	46	0x2329e8	name	OffsetClipRgn		285	0x00000000	0x00000000
7	GDI32.dll	47	0x2329ec	name	MoveToEx		283	0x00000000	0x00000000
7	GDI32.dll	48	0x2329f0	name	LineTo		280	0x00000000	0x00000000
7	GDI32.dll	49	0x2329f4	name	SelectPalette		331	0x00000000	0x00000000
7	GDI32.dll	50	0x2329f8	name	SetTextAlign		368	0x00000000	0x00000000
7	GDI32.dll	51	0x2329fc	name	SetTextJustification		371	0x00000000	0x00000000
7	GDI32.dll	52	0x232a00	name	SetTextCharacterExtra		369	0x00000000	0x00000000
7	GDI32.dll	53	0x232a04	name	SetMapperFlags		354	0x00000000	0x00000000
7	GDI32.dll	54	0x232a08	name	GetCurrentPositionEx		195	0x00000000	0x00000000
7	GDI32.dll	55	0x232a0c	name	ArcTo		8	0x00000000	0x00000000
7	GDI32.dll	56	0x232a10	name	SetArcDirection		333	0x00000000	0x00000000
7	GDI32.dll	57	0x232a14	name	PolyDraw		300	0x00000000	0x00000000
7	GDI32.dll	58	0x232a18	name	PolylineTo		308	0x00000000	0x00000000
7	GDI32.dll	59	0x232a1c	name	RealizePalette		311	0x00000000	0x00000000
7	GDI32.dll	60	0x232a20	name	PolyBezierTo		299	0x00000000	0x00000000
7	GDI32.dll	61	0x232a24	name	GetClipRgn		191	0x00000000	0x00000000
7	GDI32.dll	62	0x232a28	name	SetColorAdjustment		340	0x00000000	0x00000000
7	GDI32.dll	63	0x232a2c	name	ExtSelectClipRgn		97	0x00000000	0x00000000
7	GDI32.dll	64	0x232a30	name	PlayMetaFileRecord		296	0x00000000	0x00000000
7	GDI32.dll	65	0x232a34	name	SelectClipPath		327	0x00000000	0x00000000
7	GDI32.dll	66	0x232a38	name	EnumMetaFile		88	0x00000000	0x00000000
7	GDI32.dll	67	0x232a3c	name	PlayMetaFile		295	0x00000000	0x00000000
7	GDI32.dll	68	0x232a40	name	GetObjectType		235	0x00000000	0x00000000
7	GDI32.dll	69	0x232a44	name	GetWindowExtEx		273	0x00000000	0x00000000
7	GDI32.dll	70	0x232a48	name	CreatePen		55	0x00000000	0x00000000
7	GDI32.dll	71	0x232a4c	name	GetViewportExtEx		270	0x00000000	0x00000000
7	GDI32.dll	72	0x232a50	name	CreateSolidBrush		64	0x00000000	0x00000000
7	GDI32.dll	73	0x232a54	name	CreateHatchBrush		48	0x00000000	0x00000000
7	GDI32.dll	74	0x232a58	name	ExtCreatePen		93	0x00000000	0x00000000
7	GDI32.dll	75	0x232a5c	name	PtVisible		310	0x00000000	0x00000000
7	GDI32.dll	76	0x232a60	name	RectVisible		313	0x00000000	0x00000000
7	GDI32.dll	77	0x232a64	name	CreateDIBPatternBrushPt		35	0x00000000	0x00000000
7	GDI32.dll	78	0x232a68	name	Escape		91	0x00000000	0x00000000
7	GDI32.dll	79	0x232a6c	name	GetObjectA		234	0x00000000	0x00000000
7	GDI32.dll	80	0x232a70	name	TextOutA		387	0x00000000	0x00000000
7	GDI32.dll	81	0x232a74	name	GetTextMetricsA		267	0x00000000	0x00000000
7	GDI32.dll	82	0x232a78	name	LPtoDP		278	0x00000000	0x00000000
7	GDI32.dll	83	0x232a7c	name	GetTextExtentPointA		263	0x00000000	0x00000000
7	GDI32.dll	84	0x232a80	name	SetBitmapBits		334	0x00000000	0x00000000
8	comdlg32.dll	0	0x233000	name	GetFileTitleA		7	0x00000000	0x00000000
9	WINSPOOL.DRV	0	0x232fb4	name	ClosePrinter		26	0x00000000	0x00000000
9	WINSPOOL.DRV	1	0x232fb8	name	DocumentPropertiesA		61	0x00000000	0x00000000
9	WINSPOOL.DRV	2	0x232fbc	name	OpenPrinterA		105	0x00000000	0x00000000
10	ADVAPI32.dll	0	0x2328c4	name	RegQueryValueExA		310	0x00000000	0x00000000
10	ADVAPI32.dll	1	0x2328c8	name	RegSetValueExA		321	0x00000000	0x00000000
10	ADVAPI32.dll	2	0x2328cc	name	GetFileSecurityA		126	0x00000000	0x00000000
10	ADVAPI32.dll	3	0x2328d0	name	SetFileSecurityA		342	0x00000000	0x00000000
10	ADVAPI32.dll	4	0x2328d4	name	RegOpenKeyExA		302	0x00000000	0x00000000
10	ADVAPI32.dll	5	0x2328d8	name	RegCloseKey		279	0x00000000	0x00000000
10	ADVAPI32.dll	6	0x2328dc	name	RegDeleteValueA		288	0x00000000	0x00000000
10	ADVAPI32.dll	7	0x2328e0	name	RegCreateKeyExA		283	0x00000000	0x00000000
10	ADVAPI32.dll	8	0x2328e4	name	RegCreateKeyA		282	0x00000000	0x00000000
10	ADVAPI32.dll	9	0x2328e8	name	RegDeleteKeyA		286	0x00000000	0x00000000
10	ADVAPI32.dll	10	0x2328ec	name	RegOpenKeyA		301	0x00000000	0x00000000
11	SHELL32.dll	0	0x232d24	name	DragAcceptFiles		12	0x00000000	0x00000000
11	SHELL32.dll	1	0x232d28	name	DragQueryFileA		15	0x00000000	0x00000000
11	SHELL32.dll	2	0x232d2c	name	DragFinish		13	0x00000000	0x00000000
11	SHELL32.dll	3	0x232d30	name	SHGetFileInfoA		64	0x00000000	0x00000000
12	COMCTL32.dll	0	0x2328f4	name	ImageList_Merge		41	0x00000000	0x00000000
12	COMCTL32.dll	1	0x2328f8	ordinal		17		0x00000000	0x00000000
12	COMCTL32.dll	2	0x2328fc	name	ImageList_Create		22	0x00000000	0x00000000
12	COMCTL32.dll	3	0x232900	name	ImageList_LoadImageA		39	0x00000000	0x00000000
12	COMCTL32.dll	4	0x232904	name	ImageList_Write		52	0x00000000	0x00000000
12	COMCTL32.dll	5	0x232908	name	ImageList_Read		42	0x00000000	0x00000000
12	COMCTL32.dll	6	0x23290c	ordinal		13		0x00000000	0x00000000
12	COMCTL32.dll	7	0x232910	name	ImageList_Destroy		23	0x00000000	0x00000000
12	COMCTL32.dll	8	0x232914	ordinal		14		0x00000000	0x00000000
13	WSOCK32.dll	0	0x232fc4	ordinal		19		0x00000000	0x00000000
13	WSOCK32.dll	1	0x232fc8	ordinal		23		0x00000000	0x00000000
13	WSOCK32.dll	2	0x232fcc	ordinal		2		0x00000000	0x00000000
13	WSOCK32.dll	3	0x232fd0	ordinal		13		0x00000000	0x00000000
13	WSOCK32.dll	4	0x232fd4	ordinal		115		0x00000000	0x00000000
13	WSOCK32.dll	5	0x232fd8	ordinal		116		0x00000000	0x00000000
13	WSOCK32.dll	6	0x232fdc	ordinal		10		0x00000000	0x00000000
13	WSOCK32.dll	7	0x232fe0	ordinal		52		0x00000000	0x00000000
13	WSOCK32.dll	8	0x232fe4	ordinal		16		0x00000000	0x00000000
13	WSOCK32.dll	9	0x232fe8	ordinal		1		0x00000000	0x00000000
13	WSOCK32.dll	10	0x232fec	ordinal		21		0x00000000	0x00000000
13	WSOCK32.dll	11	0x232ff0	ordinal		7		0x00000000	0x00000000
13	WSOCK32.dll	12	0x232ff4	ordinal		3		0x00000000	0x00000000
13	WSOCK32.dll	13	0x232ff8	ordinal		4		0x00000000	0x00000000
