# retail_sha256=5ba821f37356d2da0e1eb907de28b2708714d6e2604b5caef3daf4284b9af7d3
# Pure six-byte bodies in exact FPO records or contiguous retail IAT-stub bands.
rva	size	iat_rva	import	evidence
0x16c0fe	0x6	0x232ba8	KERNEL32.dll!GetLocaleInfoA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c104	0x6	0x232bac	KERNEL32.dll!EnumSystemLocalesA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c10a	0x6	0x232bb0	KERNEL32.dll!GetUserDefaultLCID	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c110	0x6	0x232bb4	KERNEL32.dll!GetLocaleInfoW	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c116	0x6	0x232bb8	KERNEL32.dll!GetExitCodeProcess	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c11c	0x6	0x232bbc	KERNEL32.dll!CreateProcessA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c122	0x6	0x232bc0	KERNEL32.dll!CompareStringA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c128	0x6	0x232bc4	KERNEL32.dll!CompareStringW	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c12e	0x6	0x232bc8	KERNEL32.dll!SetEnvironmentVariableA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c134	0x6	0x232f90	USER32.dll!CopyRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c13a	0x6	0x232f8c	USER32.dll!UnionRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c140	0x6	0x232f88	USER32.dll!SetRectEmpty	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c146	0x6	0x232f84	USER32.dll!SubtractRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c14c	0x6	0x232f80	USER32.dll!OffsetRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c152	0x6	0x232f7c	USER32.dll!IsRectEmpty	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c158	0x6	0x232f78	USER32.dll!SetRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c15e	0x6	0x232f74	USER32.dll!IntersectRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c164	0x6	0x232f70	USER32.dll!PtInRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c16a	0x6	0x232f6c	USER32.dll!DispatchMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c170	0x6	0x232f68	USER32.dll!TranslateMessage	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c176	0x6	0x232f64	USER32.dll!PeekMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c17c	0x6	0x232f60	USER32.dll!PostMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c182	0x6	0x232f5c	USER32.dll!InflateRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c188	0x6	0x232f58	USER32.dll!ReleaseDC	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c18e	0x6	0x232f54	USER32.dll!GetDC	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c194	0x6	0x232f50	USER32.dll!GetCursorPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c19a	0x6	0x232f4c	USER32.dll!GetAsyncKeyState	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1a0	0x6	0x232f48	USER32.dll!CharToOemA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1a6	0x6	0x232f44	USER32.dll!SetCursor	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1ac	0x6	0x232f40	USER32.dll!SetCursorPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1b2	0x6	0x232f3c	USER32.dll!GetClipCursor	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1b8	0x6	0x232f38	USER32.dll!ClipCursor	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1be	0x6	0x232f34	USER32.dll!GetMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1c4	0x6	0x232f30	USER32.dll!SendMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1ca	0x6	0x232fa0	USER32.dll!MessageBoxA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1d0	0x6	0x232f9c	USER32.dll!RedrawWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1d6	0x6	0x232f2c	USER32.dll!ClientToScreen	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1dc	0x6	0x232f28	USER32.dll!SetWindowTextA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1e2	0x6	0x232f24	USER32.dll!PostQuitMessage	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1e8	0x6	0x232f20	USER32.dll!GetWindowRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1ee	0x6	0x232f1c	USER32.dll!SetWindowPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1f4	0x6	0x232f18	USER32.dll!AdjustWindowRectEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c1fa	0x6	0x232f14	USER32.dll!GetWindowLongA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c200	0x6	0x232f10	USER32.dll!GetClientRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c206	0x6	0x232f94	USER32.dll!OemToCharA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c20c	0x6	0x232f98	USER32.dll!SetWindowsHookExA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c212	0x6	0x232f0c	USER32.dll!IsWindowVisible	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c218	0x6	0x232f08	USER32.dll!ValidateRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c21e	0x6	0x232f04	USER32.dll!CallNextHookEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c224	0x6	0x232f00	USER32.dll!GetKeyState	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c22a	0x6	0x232efc	USER32.dll!GetActiveWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c230	0x6	0x232ef8	USER32.dll!wsprintfA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c236	0x6	0x232ef4	USER32.dll!ShowOwnedPopups	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c23c	0x6	0x232ef0	USER32.dll!EnableWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c242	0x6	0x232eec	USER32.dll!GetWindowDC	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c248	0x6	0x232ee8	USER32.dll!BeginPaint	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c24e	0x6	0x232ee4	USER32.dll!EndPaint	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c254	0x6	0x232fa4	USER32.dll!TabbedTextOutA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c25a	0x6	0x232ee0	USER32.dll!DrawTextA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c260	0x6	0x232edc	USER32.dll!GrayStringA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c266	0x6	0x232ed8	USER32.dll!CharUpperA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c26c	0x6	0x232ed4	USER32.dll!GetSystemMetrics	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c272	0x6	0x232ed0	USER32.dll!UnhookWindowsHookEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c278	0x6	0x232ecc	USER32.dll!RegisterWindowMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c27e	0x6	0x232ec8	USER32.dll!LoadAcceleratorsA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c284	0x6	0x232ec4	USER32.dll!TranslateAcceleratorA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c28a	0x6	0x232ec0	USER32.dll!ReleaseCapture	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c290	0x6	0x232ebc	USER32.dll!GetCapture	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c296	0x6	0x232eb8	USER32.dll!IsWindowEnabled	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c29c	0x6	0x232eb4	USER32.dll!GetWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2a2	0x6	0x232eb0	USER32.dll!GetDesktopWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2a8	0x6	0x232eac	USER32.dll!IsWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2ae	0x6	0x232ea8	USER32.dll!ShowWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2b4	0x6	0x232ea4	USER32.dll!GetParent	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2ba	0x6	0x232ea0	USER32.dll!SetFocus	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2c0	0x6	0x232e9c	USER32.dll!DestroyMenu	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2c6	0x6	0x232e98	USER32.dll!LoadMenuA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2cc	0x6	0x232e94	USER32.dll!GetClassInfoA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2d2	0x6	0x232e90	USER32.dll!LoadIconA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2d8	0x6	0x232e8c	USER32.dll!GetMenu	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2de	0x6	0x232e88	USER32.dll!SetMenu	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2e4	0x6	0x232e84	USER32.dll!WinHelpA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2ea	0x6	0x232e80	USER32.dll!SetActiveWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2f0	0x6	0x232e7c	USER32.dll!ReuseDDElParam	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2f6	0x6	0x232e78	USER32.dll!UnpackDDElParam	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c2fc	0x6	0x232e74	USER32.dll!GetMenuItemID	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c302	0x6	0x232e70	USER32.dll!GetSubMenu	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c308	0x6	0x232e6c	USER32.dll!GetMenuItemCount	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c30e	0x6	0x232e68	USER32.dll!UpdateWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c314	0x6	0x232d38	USER32.dll!GetDlgCtrlID	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c31a	0x6	0x232e60	USER32.dll!SetWindowLongA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c320	0x6	0x232e5c	USER32.dll!InvalidateRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c326	0x6	0x232e58	USER32.dll!GetDlgItem	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c32c	0x6	0x232e54	USER32.dll!EqualRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c332	0x6	0x232e50	USER32.dll!GetFocus	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c338	0x6	0x232e4c	USER32.dll!IsIconic	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c33e	0x6	0x232e48	USER32.dll!BringWindowToTop	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c344	0x6	0x232e44	USER32.dll!GetLastActivePopup	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c34a	0x6	0x232e40	USER32.dll!GetNextDlgTabItem	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c350	0x6	0x232e64	USER32.dll!EnableMenuItem	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c356	0x6	0x232d3c	USER32.dll!CheckMenuItem	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c35c	0x6	0x232d40	USER32.dll!SetMenuItemBitmaps	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c362	0x6	0x232d44	USER32.dll!ModifyMenuA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c368	0x6	0x232d48	USER32.dll!GetMenuState	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c36e	0x6	0x232d4c	USER32.dll!LoadBitmapA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c374	0x6	0x232d50	USER32.dll!GetMenuCheckMarkDimensions	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c37a	0x6	0x232d54	USER32.dll!CheckDlgButton	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c380	0x6	0x232d58	USER32.dll!CheckRadioButton	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c386	0x6	0x232d5c	USER32.dll!GetDlgItemInt	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c38c	0x6	0x232d60	USER32.dll!GetDlgItemTextA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c392	0x6	0x232d64	USER32.dll!SendDlgItemMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c398	0x6	0x232d68	USER32.dll!SetDlgItemInt	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c39e	0x6	0x232d6c	USER32.dll!SetDlgItemTextA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3a4	0x6	0x232d70	USER32.dll!IsDlgButtonChecked	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3aa	0x6	0x232d74	USER32.dll!ScrollWindowEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3b0	0x6	0x232d78	USER32.dll!IsDialogMessageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3b6	0x6	0x232d7c	USER32.dll!GetWindowTextA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3bc	0x6	0x232d80	USER32.dll!GetWindowTextLengthA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3c2	0x6	0x232d84	USER32.dll!MoveWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3c8	0x6	0x232d88	USER32.dll!DestroyWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3ce	0x6	0x232d8c	USER32.dll!CreateDialogIndirectParamA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3d4	0x6	0x232d90	USER32.dll!EndDialog	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3da	0x6	0x232d94	USER32.dll!GetMessagePos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3e0	0x6	0x232d98	USER32.dll!GetMessageTime	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3e6	0x6	0x232d9c	USER32.dll!RemovePropA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3ec	0x6	0x232da0	USER32.dll!CallWindowProcA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3f2	0x6	0x232da4	USER32.dll!GetPropA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3f8	0x6	0x232da8	USER32.dll!SetForegroundWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c3fe	0x6	0x232dac	USER32.dll!GetForegroundWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c404	0x6	0x232db0	USER32.dll!SetPropA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c40a	0x6	0x232db4	USER32.dll!CreateWindowExA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c410	0x6	0x232db8	USER32.dll!DefWindowProcA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c416	0x6	0x232dbc	USER32.dll!GetWindowPlacement	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c41c	0x6	0x232dc0	USER32.dll!SetWindowPlacement	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c422	0x6	0x232dc4	USER32.dll!TrackPopupMenu	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c428	0x6	0x232dc8	USER32.dll!RegisterClassA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c42e	0x6	0x232dcc	USER32.dll!IsChild	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c434	0x6	0x232dd0	USER32.dll!GetTopWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c43a	0x6	0x232dd4	USER32.dll!SetScrollPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c440	0x6	0x232dd8	USER32.dll!GetScrollPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c446	0x6	0x232ddc	USER32.dll!SetScrollRange	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c44c	0x6	0x232de0	USER32.dll!GetScrollRange	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c452	0x6	0x232de4	USER32.dll!ShowScrollBar	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c458	0x6	0x232de8	USER32.dll!SetScrollInfo	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c45e	0x6	0x232dec	USER32.dll!GetScrollInfo	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c464	0x6	0x232df0	USER32.dll!ScrollWindow	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c46a	0x6	0x232df4	USER32.dll!ScreenToClient	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c470	0x6	0x232df8	USER32.dll!EndDeferWindowPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c476	0x6	0x232dfc	USER32.dll!BeginDeferWindowPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c47c	0x6	0x232e00	USER32.dll!DeferWindowPos	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c482	0x6	0x232e04	USER32.dll!GetSysColor	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c488	0x6	0x232e08	USER32.dll!MapWindowPoints	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c48e	0x6	0x232e0c	USER32.dll!SystemParametersInfoA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c494	0x6	0x232e10	USER32.dll!LoadStringA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c49a	0x6	0x232e14	USER32.dll!LoadCursorA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4a0	0x6	0x232e18	USER32.dll!GetSysColorBrush	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4a6	0x6	0x232e1c	USER32.dll!GetClassNameA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4ac	0x6	0x232e20	USER32.dll!UnregisterClassA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4b2	0x6	0x232e24	USER32.dll!InsertMenuA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4b8	0x6	0x232e28	USER32.dll!DeleteMenu	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4be	0x6	0x232e2c	USER32.dll!GetMenuStringA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4c4	0x6	0x232e30	USER32.dll!GetDialogBaseUnits	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4ca	0x6	0x232e34	USER32.dll!FindWindowA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4d0	0x6	0x232e38	USER32.dll!FillRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4d6	0x6	0x232e3c	USER32.dll!WindowFromPoint	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4dc	0x6	0x232a80	GDI32.dll!SetBitmapBits	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4e2	0x6	0x232930	GDI32.dll!CreateCompatibleBitmap	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4e8	0x6	0x232a1c	GDI32.dll!RealizePalette	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4ee	0x6	0x2329f4	GDI32.dll!SelectPalette	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4f4	0x6	0x2329c4	GDI32.dll!SetDIBitsToDevice	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c4fa	0x6	0x232934	GDI32.dll!CreateDIBSection	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c500	0x6	0x232938	GDI32.dll!CreatePalette	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c506	0x6	0x23293c	GDI32.dll!DeleteObject	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c50c	0x6	0x232940	GDI32.dll!GetSystemPaletteEntries	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c512	0x6	0x232944	GDI32.dll!GetDeviceCaps	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c518	0x6	0x232948	GDI32.dll!CreateDIBitmap	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c51e	0x6	0x23294c	GDI32.dll!GetDIBits	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c524	0x6	0x232950	GDI32.dll!ExtTextOutA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c52a	0x6	0x232954	GDI32.dll!GetTextExtentPoint32A	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c530	0x6	0x232958	GDI32.dll!SetBkMode	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c536	0x6	0x23295c	GDI32.dll!SetBkColor	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c53c	0x6	0x232960	GDI32.dll!SetTextColor	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c542	0x6	0x232964	GDI32.dll!SelectObject	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c548	0x6	0x232968	GDI32.dll!GetMapMode	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c54e	0x6	0x23296c	GDI32.dll!CreatePatternBrush	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c554	0x6	0x232970	GDI32.dll!CreateBitmap	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c55a	0x6	0x232974	GDI32.dll!PatBlt	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c560	0x6	0x232978	GDI32.dll!SetRectRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c566	0x6	0x23297c	GDI32.dll!CombineRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c56c	0x6	0x232980	GDI32.dll!CreateRectRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c572	0x6	0x232984	GDI32.dll!CreateRectRgnIndirect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c578	0x6	0x232988	GDI32.dll!CreateFontIndirectA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c57e	0x6	0x23298c	GDI32.dll!DPtoLP	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c584	0x6	0x232990	GDI32.dll!DeleteDC	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c58a	0x6	0x232994	GDI32.dll!StartDocA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c590	0x6	0x232998	GDI32.dll!SaveDC	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c596	0x6	0x23299c	GDI32.dll!RestoreDC	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c59c	0x6	0x2329a0	GDI32.dll!GetStockObject	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
